location,size,total_sqft,bath,price,bhk,price_per_sqft,age,age_factor,original_price
Koramangala,3 BHK,2223.0,3.0,273.0,3,13495.27665317139,9,0.9099999999999999,300.0
Koramangala,3 BHK,1744.0,4.0,210.0,3,12041.284403669724,1,1.0,210.0
Koramangala,3 BHK,1866.0,4.0,193.55,3,13129.689174705252,18,0.79,245.0
Koramangala,2 BHK,1320.0,2.0,144.0,2,12121.212121212122,10,0.8999999999999999,160.0
Koramangala,2 BHK,1350.0,2.0,90.64,2,7629.62962962963,12,0.88,103.0
Koramangala,4 Bedroom,6000.0,4.0,568.75,4,10416.666666666666,9,0.9099999999999999,625.0
Koramangala,3 BHK,1642.0,2.0,100.05,3,7003.654080389769,13,0.87,115.0
Koramangala,2 BHK,1320.0,2.0,129.6,2,12121.212121212122,17,0.8099999999999999,160.0
Koramangala,3 BHK,1710.0,3.0,165.9,3,12280.701754385966,18,0.79,210.0
Koramangala,2 BHK,1355.0,2.0,69.35,2,7011.070110701107,21,0.73,95.0
Koramangala,3 BHK,1600.0,3.0,156.39999999999998,3,10625.0,8,0.9199999999999999,170.0
Koramangala,2 BHK,1260.0,2.0,67.0,2,7936.507936507936,24,0.67,100.0
Koramangala,3 BHK,1910.0,4.0,141.0,3,7853.4031413612565,6,0.94,150.0
Koramangala,3 BHK,1600.0,2.0,82.60000000000001,3,8750.0,27,0.5900000000000001,140.0
Kothannur,2 BHK,1206.0,2.0,48.23,2,3999.1708126036483,2,1.0,48.23
Kothannur,3 BHK,1275.0,2.0,33.764500000000005,3,3439.2156862745096,19,0.77,43.85
Kothannur,2 BHK,1100.0,2.0,37.96,2,3636.3636363636365,5,0.949,40.0
Kothannur,2 BHK,1197.0,2.0,29.6856,2,4000.0,26,0.62,47.88
Kothannur,2 BHK,1197.0,2.0,35.849999999999994,2,3993.316624895572,20,0.75,47.8
Kothannur,2 BHK,1070.0,2.0,42.79,2,3999.0654205607475,1,1.0,42.79
Kothannur,3 BHK,1270.0,3.0,25.200000000000003,3,3543.3070866141734,28,0.56,45.0
Kothannur,3 BHK,1275.0,3.0,41.756,3,3450.9803921568628,5,0.949,44.0
Kothannur,2 BHK,1070.0,2.0,38.6,2,3607.4766355140187,2,1.0,38.6
Kothannur,3 BHK,1485.0,2.0,50.489999999999995,3,4000.0,15,0.85,59.4
Kothannur,3 BHK,1215.0,2.0,25.758000000000003,3,4000.0,29,0.53,48.6
Kothannur,3 BHK,1404.0,2.0,52.2195,3,3999.287749287749,7,0.9299999999999999,56.15
Kothanur,2 BHK,1200.0,2.0,51.0,2,4250.0,1,1.0,51.0
Kothanur,3 Bedroom,2400.0,2.0,124.5,3,6250.0,16,0.83,150.0
Kothanur,3 BHK,1828.0,3.0,101.19999999999999,3,6017.505470459519,8,0.9199999999999999,110.0
Kothanur,2 BHK,1186.0,2.0,30.740000000000002,2,4890.387858347386,29,0.53,58.0
Kothanur,3 BHK,1577.0,3.0,62.300000000000004,3,4438.807863031072,11,0.89,70.0
Kothanur,3 BHK,1847.0,3.0,105.0,3,5684.89442338928,2,1.0,105.0
Kothanur,3 BHK,1580.0,3.0,68.39999999999999,3,4810.126582278481,10,0.8999999999999999,76.0
Kothanur,5 Bedroom,9600.0,5.0,550.0,5,5729.166666666667,0,1.0,550.0
Kothanur,3 BHK,1435.0,3.0,49.699999999999996,3,4878.048780487805,22,0.71,70.0
Kothanur,2 BHK,1187.0,2.0,51.04,2,4886.2679022746415,12,0.88,58.0
Kothanur,3 BHK,1847.0,3.0,94.6,3,5955.603681645913,14,0.86,110.0
Kothanur,3 BHK,1460.0,3.0,46.15,3,4863.013698630137,25,0.65,71.0
Kothanur,2 BHK,1185.0,2.0,56.994,2,4978.9029535864975,4,0.966,59.0
Kothanur,3 BHK,1436.0,3.0,52.5,3,4874.651810584958,20,0.75,70.0
Kothanur,3 BHK,1462.0,3.0,37.63,3,4856.361149110807,29,0.53,71.0
Kothanur,3 BHK,1790.0,3.0,87.14999999999999,3,5865.921787709497,16,0.83,105.0
Kothanur,3 BHK,1583.0,3.0,38.05,3,4807.327858496525,30,0.5,76.1
Kothanur,2 BHK,1070.0,2.0,22.75,2,4252.336448598131,30,0.5,45.5
Kothanur,3 BHK,1820.0,3.0,51.59,3,4230.7692307692305,24,0.67,77.0
Kothanur,2 BHK,1145.0,2.0,39.76,2,4890.829694323144,22,0.71,56.0
Kothanur,4 Bedroom,3401.0,5.0,158.7,4,6762.7168479858865,23,0.69,230.0
Kothanur,2 BHK,1455.0,2.0,46.230000000000004,2,4742.268041237114,24,0.67,69.0
Kothanur,1 Bedroom,627.0,1.0,28.47,1,4784.688995215311,5,0.949,30.0
Kothanur,2 BHK,1302.0,2.0,40.415000000000006,2,5261.136712749616,27,0.5900000000000001,68.5
Kothanur,3 BHK,1760.0,3.0,83.25,3,6306.818181818182,20,0.75,111.0
Kothanur,2 BHK,1185.0,2.0,42.339999999999996,2,4894.514767932489,21,0.73,58.0
Kothanur,1 Bedroom,1500.0,1.0,67.5,1,5000.0,10,0.8999999999999999,75.0
Kothanur,2 BHK,1075.0,2.0,42.93,2,4930.232558139535,17,0.8099999999999999,53.0
Kothanur,3 BHK,1790.0,3.0,95.351,3,5418.994413407821,3,0.983,97.0
Kothanur,4 Bedroom,2700.0,4.0,175.0,4,6481.481481481482,2,1.0,175.0
Kothanur,3 BHK,1786.0,2.0,93.28,3,5935.05039193729,12,0.88,106.0
Kothanur,3 BHK,1787.0,3.0,75.97,3,5987.688864017907,22,0.71,107.0
Kothanur,2 BHK,1141.0,2.0,49.67999999999999,2,4732.690622261174,8,0.9199999999999999,54.0
Kothanur,3 BHK,1760.0,3.0,82.5,3,6250.0,20,0.75,110.0
Kothanur,3 BHK,1365.0,3.0,62.634,3,4835.1648351648355,5,0.949,66.0
Kothanur,2 BHK,1160.0,2.0,37.050000000000004,2,4913.793103448276,25,0.65,57.0
Kothanur,2 BHK,1095.0,2.0,29.150000000000002,2,5022.83105022831,29,0.53,55.0
Kothanur,2 BHK,1142.0,2.0,33.040000000000006,2,4903.6777583187395,27,0.5900000000000001,56.0
Kothanur,2 BHK,1074.0,2.0,48.06,2,5027.932960893855,11,0.89,54.0
Kothanur,2 BHK,1285.0,2.0,60.0,2,4669.260700389105,1,1.0,60.0
Kothanur,2 BHK,1075.0,2.0,53.0,2,4930.232558139535,2,1.0,53.0
Kothanur,2 BHK,1140.0,2.0,56.0,2,4912.2807017543855,2,1.0,56.0
Kothanur,2 BHK,1400.0,2.0,41.300000000000004,2,5000.0,27,0.5900000000000001,70.0
Kothanur,3 BHK,1581.0,3.0,67.64,3,4807.084123972169,11,0.89,76.0
Kothanur,3 BHK,1385.0,3.0,57.62,3,4837.545126353791,14,0.86,67.0
Kothanur,2 BHK,1140.0,2.0,51.519999999999996,2,4912.2807017543855,8,0.9199999999999999,56.0
Kothanur,3 BHK,1787.0,3.0,60.0,3,6715.165081141578,30,0.5,120.0
Kothanur,2 BHK,1185.0,2.0,41.89,2,4978.9029535864975,22,0.71,59.0
Kothanur,3 BHK,1581.0,3.0,70.67999999999999,3,4807.084123972169,7,0.9299999999999999,76.0
Kothanur,3 BHK,1790.0,3.0,94.49999999999999,3,5865.921787709497,10,0.8999999999999999,105.0
Kothanur,2 BHK,1130.0,2.0,46.75,2,4867.256637168141,15,0.85,55.0
Kothanur,2 BHK,1094.0,2.0,35.1,2,4936.014625228519,25,0.65,54.0
Kothanur,3 BHK,1170.0,3.0,49.6,3,6837.606837606838,26,0.62,80.0
Kothanur,2 BHK,1400.0,2.0,43.550000000000004,2,4642.857142857143,24,0.67,65.0
Kothanur,2 BHK,1195.0,2.0,43.07,2,4937.238493723849,21,0.73,59.0
Kothanur,3 BHK,1790.0,3.0,117.96,3,6703.91061452514,3,0.983,120.0
Kothanur,3 BHK,1454.0,3.0,42.185,3,4917.469050894085,27,0.5900000000000001,71.5
Kudlu,2 BHK,1152.0,2.0,53.5,2,4644.097222222223,0,1.0,53.5
Kudlu,2 BHK,1027.0,2.0,29.669999999999998,2,4186.952288218111,23,0.69,43.0
Kudlu,2 BHK,1092.0,2.0,41.36,2,4029.3040293040294,6,0.94,44.0
Kudlu,2 BHK,1027.0,2.0,43.0,2,4186.952288218111,1,1.0,43.0
Kudlu,2 BHK,1092.0,2.0,30.36,2,4029.3040293040294,23,0.69,44.0
Kudlu,2 BHK,1143.0,2.0,32.45,2,4811.898512685914,27,0.5900000000000001,55.0
Kudlu,3 BHK,1455.0,2.0,57.96,3,4123.711340206186,4,0.966,60.0
Kudlu,2 BHK,1024.0,2.0,41.36,2,4296.875,6,0.94,44.0
Kudlu,3 BHK,1570.0,2.0,64.81902,3,4200.0,3,0.983,65.94
Kudlu,3 BHK,1600.0,3.0,76.314,3,4937.5,4,0.966,79.0
Kudlu,2 BHK,1027.0,2.0,28.979999999999997,2,4089.581304771178,23,0.69,42.0
Kudlu,2 BHK,1076.0,2.0,50.0,2,4646.840148698885,0,1.0,50.0
Kudlu,2 BHK,1027.0,2.0,44.0,2,4284.323271665044,0,1.0,44.0
Kudlu,2 BHK,1084.0,2.0,45.58,2,4889.29889298893,14,0.86,53.0
Kudlu,2 BHK,1300.0,2.0,43.120000000000005,2,4307.692307692308,19,0.77,56.0
Kudlu,2 BHK,1027.0,2.0,34.760000000000005,2,4284.323271665044,18,0.79,44.0
Kudlu,3 BHK,1245.0,2.0,33.6,3,4819.277108433735,28,0.56,60.0
Kudlu,2 BHK,1027.0,2.0,40.04,2,4284.323271665044,9,0.9099999999999999,44.0
Kudlu,2 BHK,1110.0,2.0,27.140000000000004,2,4144.144144144144,27,0.5900000000000001,46.0
Kudlu,4 BHK,2100.0,3.0,92.33999999999999,4,5428.571428571428,17,0.8099999999999999,114.0
Kudlu,2 BHK,1027.0,2.0,25.960000000000004,2,4284.323271665044,27,0.5900000000000001,44.0
Kudlu,1 BHK,720.0,1.0,33.0,1,4583.333333333333,2,1.0,33.0
Kudlu,2 BHK,1027.0,2.0,39.599999999999994,2,4284.323271665044,10,0.8999999999999999,44.0
Kudlu,2 BHK,1162.0,2.0,44.72,2,4475.043029259897,14,0.86,52.0
Kudlu,2 BHK,1041.0,2.0,26.5,2,5091.258405379443,30,0.5,53.0
Kudlu Gate,3 BHK,1535.0,3.0,51.46,3,5407.166123778502,26,0.62,83.0
Kudlu Gate,3 BHK,1535.0,3.0,45.050000000000004,3,5537.459283387622,29,0.53,85.0
Kudlu Gate,3 BHK,1535.0,3.0,70.19999999999999,3,5081.4332247557,10,0.8999999999999999,78.0
Kudlu Gate,3 BHK,1535.0,3.0,71.38,3,5602.605863192182,16,0.83,86.0
Kudlu Gate,3 BHK,1564.0,2.0,76.36,3,5882.35294117647,16,0.83,92.0
Kudlu Gate,3 BHK,1364.0,2.0,44.01462,3,3400.293255131965,5,0.949,46.38
Kudlu Gate,2 BHK,1238.0,2.0,53.129999999999995,2,4442.64943457189,4,0.966,55.0
Kudlu Gate,3 BHK,1335.0,3.0,82.77,3,6666.666666666667,7,0.9299999999999999,89.0
Kudlu Gate,1 BHK,703.0,1.0,52.0,1,7396.870554765292,1,1.0,52.0
Kudlu Gate,3 BHK,1535.0,3.0,73.1,3,5602.605863192182,15,0.85,86.0
Kudlu Gate,3 BHK,1532.0,3.0,63.910000000000004,3,5417.754569190601,19,0.77,83.0
Kudlu Gate,2 BHK,1113.0,2.0,34.5,2,4492.36298292902,23,0.69,50.0
Kudlu Gate,3 BHK,1465.0,2.0,44.3309,3,3400.0,11,0.89,49.81
Kudlu Gate,2 BHK,1185.0,2.0,47.449999999999996,2,4219.4092827004215,5,0.949,50.0
Kudlu Gate,3 BHK,1664.0,3.0,68.0,3,4086.5384615384614,0,1.0,68.0
Kudlu Gate,3 BHK,1656.0,3.0,40.0,3,4830.917874396136,30,0.5,80.0
Kudlu Gate,3 BHK,1656.0,3.0,73.725,3,4528.985507246377,3,0.983,75.0
Kudlu Gate,2 BHK,1215.0,2.0,37.35,2,3703.703703703704,16,0.83,45.0
Kudlu Gate,2 BHK,812.0,2.0,33.660000000000004,2,4710.591133004926,12,0.88,38.25
Kudlu Gate,2 BHK,1547.0,2.0,83.42999999999999,2,6658.047834518423,17,0.8099999999999999,103.0
Kudlu Gate,2 BHK,1336.0,2.0,83.076,2,6437.125748502994,4,0.966,86.0
Kudlu Gate,3 BHK,1919.0,3.0,64.13000000000001,3,6305.367378843148,29,0.53,121.0
Kudlu Gate,2 BHK,1464.0,3.0,38.64,2,3825.136612021858,23,0.69,56.0
Kudlu Gate,3 BHK,1535.0,3.0,58.65,3,5537.459283387622,23,0.69,85.0
Kudlu Gate,3 BHK,1850.0,3.0,74.4,3,6486.486486486487,26,0.62,120.0
Kudlu Gate,2 BHK,940.0,2.0,69.57,2,7401.063829787233,2,1.0,69.57
Kudlu Gate,2 BHK,1215.0,2.0,40.464,2,3700.411522633745,10,0.8999999999999999,44.96
Kudlu Gate,2 BHK,1164.0,2.0,66.0,2,6443.298969072165,12,0.88,75.0
Kudlu Gate,2 BHK,1183.0,2.0,78.18782,2,6723.584108199494,3,0.983,79.54
Kudlu Gate,3 BHK,1850.0,3.0,71.5,3,5945.945945945946,25,0.65,110.0
Kudlu Gate,3 BHK,1320.0,2.0,31.0,3,3787.878787878788,26,0.62,50.0
Kudlu Gate,2 BHK,1183.0,2.0,69.19980000000001,2,6723.584108199494,13,0.87,79.54
Kudlu Gate,2 BHK,1200.0,2.0,32.412,2,3700.0,21,0.73,44.4
Kudlu Gate,3 BHK,1432.0,2.0,54.998999999999995,3,4267.458100558659,10,0.8999999999999999,61.11
Kudlu Gate,2 BHK,1310.0,2.0,32.86,2,4045.8015267175574,26,0.62,53.0
Kumaraswami Layout,4 Bedroom,2000.0,4.0,126.49,4,6950.0,9,0.9099999999999999,139.0
Kumaraswami Layout,2 BHK,1000.0,2.0,38.315000000000005,2,4850.0,18,0.79,48.5
Kumaraswami Layout,2 BHK,1000.0,2.0,46.98,2,5800.0,17,0.8099999999999999,58.0
Kumaraswami Layout,7 Bedroom,2400.0,7.0,118.625,7,5208.333333333333,5,0.949,125.0
Kumaraswami Layout,3 Bedroom,2400.0,2.0,77.5,3,5208.333333333333,26,0.62,125.0
Kumaraswami Layout,3 BHK,1310.0,2.0,39.2,3,5343.511450381679,28,0.56,70.0
Kumaraswami Layout,1 Bedroom,850.0,1.0,67.08,1,9176.470588235294,14,0.86,78.0
Kumaraswami Layout,7 Bedroom,3200.0,7.0,112.5,7,4687.5,20,0.75,150.0
Kumaraswami Layout,3 BHK,1310.0,2.0,45.050000000000004,3,6488.5496183206105,29,0.53,85.0
Kumaraswami Layout,4 BHK,2450.0,3.0,100.1,4,4489.7959183673465,9,0.9099999999999999,110.0
Kumaraswami Layout,7 Bedroom,3100.0,7.0,140.07,7,4677.419354838709,4,0.966,145.0
Kumaraswami Layout,3 Bedroom,1200.0,3.0,48.75,3,6250.0,25,0.65,75.0
Kumaraswami Layout,2 BHK,1081.0,2.0,33.6,2,5550.416281221092,28,0.56,60.0
Kundalahalli,3 BHK,1724.0,3.0,120.75,3,7250.580046403712,4,0.966,125.0
Kundalahalli,2 BHK,1030.0,2.0,44.589999999999996,2,4757.281553398058,9,0.9099999999999999,49.0
Kundalahalli,2 BHK,735.0,2.0,34.21410000000001,2,7889.7959183673465,27,0.5900000000000001,57.99
Kundalahalli,2 BHK,1047.0,2.0,79.212,2,7831.900668576886,4,0.966,82.0
Kundalahalli,3 BHK,1397.0,3.0,105.0,3,7516.1059413027915,2,1.0,105.0
Kundalahalli,3 BHK,1724.0,3.0,90.17,3,7366.589327146172,22,0.71,127.0
Kundalahalli,2 BHK,1010.0,2.0,46.75723,2,4878.217821782178,5,0.949,49.27
Kundalahalli,3 BHK,1397.0,3.0,108.13,3,7874.0157480314965,3,0.983,110.0
Kundalahalli,3 BHK,1397.0,3.0,84.24,3,7444.523979957051,17,0.8099999999999999,104.0
Kundalahalli,3 BHK,1397.0,3.0,63.720000000000006,3,7730.851825340014,27,0.5900000000000001,108.0
Kundalahalli,3 BHK,1920.0,3.0,138.0,3,7812.5,8,0.9199999999999999,150.0
Kundalahalli,3 BHK,1397.0,3.0,87.14999999999999,3,7516.1059413027915,16,0.83,105.0
Kundalahalli,3 BHK,1800.0,3.0,44.800000000000004,3,4444.444444444444,28,0.56,80.0
Kundalahalli,3 BHK,1724.0,3.0,109.12,3,7192.5754060324825,12,0.88,124.0
Kundalahalli,2 BHK,1047.0,2.0,52.08,2,8022.9226361031515,26,0.62,84.0
Kundalahalli,2 BHK,1047.0,2.0,71.38,2,7927.411652340019,14,0.86,83.0
Kundalahalli,4 Bedroom,7000.0,4.0,291.5,4,7857.142857142857,29,0.53,550.0
Kundalahalli,3 BHK,2075.0,3.0,88.55,3,5542.168674698795,19,0.77,115.0
Kundalahalli,2 BHK,1120.0,2.0,44.620799999999996,2,4800.0,16,0.83,53.76
Kundalahalli,2 BHK,1047.0,2.0,72.7056,2,7891.117478510028,12,0.88,82.62
Kundalahalli,2 BHK,1047.0,2.0,77.35,2,8691.499522445081,15,0.85,91.0
Kundalahalli,3 BHK,1724.0,3.0,106.58,3,8468.677494199535,21,0.73,146.0
Kundalahalli,3 Bedroom,1600.0,3.0,167.10999999999999,3,10625.0,3,0.983,170.0
Kundalahalli,3 BHK,1496.0,2.0,75.348,3,5213.903743315508,4,0.966,78.0
Kundalahalli,3 BHK,1724.0,3.0,120.75,3,7250.580046403712,4,0.966,125.0
Kundalahalli,2 BHK,1010.0,2.0,44.4084,2,4779.207920792079,8,0.9199999999999999,48.27
Kundalahalli,2 BHK,1047.0,2.0,73.86999999999999,2,8500.477554918816,16,0.83,89.0
Kundalahalli,4 Bedroom,2500.0,5.0,215.6,4,9800.0,12,0.88,245.0
Kundalahalli,3 BHK,1397.0,3.0,105.0,3,7516.1059413027915,1,1.0,105.0
Kundalahalli,3 BHK,1800.0,3.0,96.8,3,6111.111111111111,12,0.88,110.0
Kundalahalli,2 BHK,1047.0,2.0,52.56,2,6876.790830945559,21,0.73,72.0
Kundalahalli,2 BHK,1260.0,2.0,43.5,2,4603.174603174603,20,0.75,58.0
Kundalahalli,4 Bedroom,3092.0,4.0,142.6,4,7438.551099611902,26,0.62,230.0
Kundalahalli,2 BHK,1065.0,2.0,49.699999999999996,2,6572.769953051643,22,0.71,70.0
Kundalahalli,3 BHK,1724.0,3.0,115.34,3,8468.677494199535,18,0.79,146.0
Kundalahalli,2 BHK,1047.0,2.0,91.0,2,8691.499522445081,2,1.0,91.0
Kundalahalli,3 BHK,1724.0,3.0,116.47999999999999,3,7424.593967517401,9,0.9099999999999999,128.0
Kundalahalli,2 BHK,1315.0,2.0,74.0,2,5627.376425855513,1,1.0,74.0
Kundalahalli,3 Bedroom,2100.0,3.0,132.0,3,7142.857142857143,12,0.88,150.0
Kundalahalli,3 BHK,1724.0,3.0,98.75,3,7250.580046403712,18,0.79,125.0
Kundalahalli,3 BHK,1724.0,3.0,91.0,3,8120.649651972158,25,0.65,140.0
Kundalahalli,2 BHK,1175.0,2.0,53.949999999999996,2,5531.914893617021,16,0.83,65.0
LB Shastri Nagar,3 BHK,1600.0,3.0,48.75,3,4062.5,20,0.75,65.0
LB Shastri Nagar,2 BHK,1043.0,2.0,47.85,2,5273.250239693192,13,0.87,55.0
LB Shastri Nagar,2 BHK,1184.0,2.0,34.5,2,5827.7027027027025,30,0.5,69.0
LB Shastri Nagar,1 BHK,665.0,1.0,28.48,1,4812.0300751879695,11,0.89,32.0
LB Shastri Nagar,2 BHK,1250.0,2.0,36.375,2,3880.0,20,0.75,48.5
LB Shastri Nagar,3 BHK,1400.0,2.0,71.2,3,5714.285714285715,11,0.89,80.0
LB Shastri Nagar,2 BHK,1184.0,2.0,55.8,2,5236.486486486487,10,0.8999999999999999,62.0
LB Shastri Nagar,2 BHK,1200.0,2.0,44.18,2,3916.6666666666665,6,0.94,47.0
LB Shastri Nagar,2 BHK,1200.0,2.0,73.725,2,6250.0,3,0.983,75.0
LB Shastri Nagar,2 BHK,1000.0,2.0,39.105000000000004,2,4950.0,18,0.79,49.5
Laggere,5 Bedroom,2800.0,5.0,125.0,5,4464.285714285715,0,1.0,125.0
Laggere,3 Bedroom,1200.0,3.0,76.70000000000002,3,10833.333333333334,27,0.5900000000000001,130.0
Laggere,1 Bedroom,1200.0,1.0,62.5,1,10416.666666666666,30,0.5,125.0
Laggere,2 Bedroom,1200.0,2.0,51.74999999999999,2,6250.0,23,0.69,75.0
Laggere,1 Bedroom,620.0,2.0,26.880000000000003,1,7741.935483870968,28,0.56,48.0
Lakshminarayana Pura,2 BHK,1185.0,2.0,75.0,2,6329.113924050633,2,1.0,75.0
Lakshminarayana Pura,3 BHK,1600.0,2.0,95.04,3,6750.0,12,0.88,108.0
Lakshminarayana Pura,2 BHK,1180.0,2.0,64.5,2,6355.932203389831,14,0.86,75.0
Lakshminarayana Pura,2 BHK,1172.0,2.0,82.0,2,6996.587030716723,1,1.0,82.0
Lakshminarayana Pura,2 BHK,1179.0,2.0,67.5,2,6361.323155216285,10,0.8999999999999999,75.0
Lakshminarayana Pura,2 BHK,1149.0,2.0,73.725,2,6527.415143603133,3,0.983,75.0
Lakshminarayana Pura,2 BHK,1336.0,2.0,79.0,2,7485.029940119761,18,0.79,100.0
Lakshminarayana Pura,2 BHK,1175.0,2.0,42.00000000000001,2,6382.978723404255,28,0.56,75.0
Lakshminarayana Pura,2 BHK,1190.0,2.0,62.25,2,6302.5210084033615,16,0.83,75.0
Lakshminarayana Pura,2 BHK,1200.0,2.0,75.0,2,6250.0,2,1.0,75.0
Lakshminarayana Pura,2 BHK,1200.0,2.0,44.25000000000001,2,6250.0,27,0.5900000000000001,75.0
Lakshminarayana Pura,2 BHK,1165.0,2.0,60.74999999999999,2,6437.768240343347,17,0.8099999999999999,75.0
Lakshminarayana Pura,2 BHK,1145.0,2.0,69.75,2,6550.218340611354,7,0.9299999999999999,75.0
Lakshminarayana Pura,3 BHK,1500.0,3.0,75.92,3,6933.333333333333,21,0.73,104.0
Lakshminarayana Pura,2 BHK,1210.0,2.0,50.25,2,6198.347107438017,24,0.67,75.0
Lakshminarayana Pura,2 BHK,1169.0,2.0,51.74999999999999,2,6415.739948674081,23,0.69,75.0
Lakshminarayana Pura,2 BHK,1200.0,2.0,48.75,2,6250.0,25,0.65,75.0
Lakshminarayana Pura,2 BHK,1172.0,2.0,59.25,2,6399.317406143345,18,0.79,75.0
Lakshminarayana Pura,2 BHK,1172.0,2.0,72.45,2,6399.317406143345,4,0.966,75.0
Lakshminarayana Pura,2 BHK,1180.0,2.0,70.5,2,6355.932203389831,6,0.94,75.0
Lakshminarayana Pura,2 BHK,1200.0,2.0,62.25,2,6916.666666666667,20,0.75,83.0
Lakshminarayana Pura,2 BHK,1200.0,2.0,74.39999999999999,2,6666.666666666667,7,0.9299999999999999,80.0
Lakshminarayana Pura,2 BHK,1195.0,2.0,44.25000000000001,2,6276.150627615063,27,0.5900000000000001,75.0
Lakshminarayana Pura,2 BHK,1200.0,2.0,77.28,2,6666.666666666667,4,0.966,80.0
Lingadheeranahalli,3 BHK,1521.0,3.0,78.85,3,6245.890861275477,16,0.83,95.0
Lingadheeranahalli,3 BHK,1511.0,3.0,91.77,3,6287.22700198544,4,0.966,95.0
Lingadheeranahalli,3 BHK,1683.0,3.0,107.14699999999999,3,6476.5300059417705,3,0.983,109.0
Lingadheeranahalli,3 BHK,1519.0,3.0,67.89,3,6122.448979591837,21,0.73,93.0
Lingadheeranahalli,3 BHK,1521.0,3.0,75.0421,3,6245.233399079553,18,0.79,94.99
Lingadheeranahalli,3 BHK,1682.0,3.0,60.0,3,7134.36385255648,30,0.5,120.0
Lingadheeranahalli,3 BHK,1521.0,3.0,58.7202,3,6226.824457593689,26,0.62,94.71
Lingadheeranahalli,3 BHK,1893.0,3.0,97.5,3,6867.406233491812,20,0.75,130.0
Lingadheeranahalli,3 BHK,1705.0,3.0,110.0,3,6451.612903225807,1,1.0,110.0
Lingadheeranahalli,4 BHK,2245.0,4.0,138.6,4,6859.688195991092,10,0.8999999999999999,154.0
Lingadheeranahalli,3 BHK,1682.0,3.0,82.49,3,6718.192627824019,21,0.73,113.0
Lingadheeranahalli,3 BHK,1682.0,3.0,100.32000000000001,3,6777.645659928657,12,0.88,114.0
Lingadheeranahalli,3 BHK,1506.0,3.0,81.7,3,6308.100929614874,14,0.86,95.0
Lingadheeranahalli,3 BHK,1683.0,3.0,97.9,3,6535.9477124183,11,0.89,110.0
Lingadheeranahalli,3 BHK,1684.0,3.0,87.6,3,7125.890736342043,21,0.73,120.0
Lingadheeranahalli,4 BHK,2236.0,4.0,114.75,4,6842.57602862254,20,0.75,153.0
Lingadheeranahalli,3 BHK,1894.0,4.0,83.22,3,6019.007391763464,21,0.73,114.0
Lingadheeranahalli,4 BHK,2240.0,4.0,144.0,4,7142.857142857143,10,0.8999999999999999,160.0
Magadi Road,6 Bedroom,3600.0,6.0,132.54,6,3916.6666666666665,6,0.94,141.0
Magadi Road,2 BHK,1116.0,2.0,29.500000000000004,2,4480.286738351255,27,0.5900000000000001,50.0
Magadi Road,3 BHK,1282.0,2.0,47.333999999999996,3,3822.1528861154447,4,0.966,49.0
Magadi Road,2 BHK,884.0,2.0,34.113,2,4649.321266968326,16,0.83,41.1
Magadi Road,2 BHK,1005.0,2.0,38.4882,2,5550.248756218905,23,0.69,55.78
Magadi Road,2 BHK,1000.0,2.0,35.805,2,4650.0,19,0.77,46.5
Magadi Road,4 Bedroom,1500.0,2.0,85.55999999999999,4,6200.0,8,0.9199999999999999,93.0
Magadi Road,3 BHK,1322.0,2.0,51.1734,3,4449.3192133131615,13,0.87,58.82
Magadi Road,2 BHK,1345.0,2.0,35.75,2,4089.2193308550186,25,0.65,55.0
Magadi Road,3 BHK,1191.0,2.0,49.2882,3,4649.8740554156175,11,0.89,55.38
Magadi Road,5 Bedroom,5000.0,6.0,341.64,5,7200.0,5,0.949,360.0
Magadi Road,2 BHK,1116.0,2.0,43.0687,2,4649.641577060932,16,0.83,51.89
Magadi Road,3 BHK,1052.0,2.0,47.400000000000006,3,5703.42205323194,18,0.79,60.0
Magadi Road,2 BHK,940.0,2.0,39.5,2,5319.148936170212,18,0.79,50.0
Magadi Road,3 BHK,1318.0,2.0,44.2,3,5159.332321699545,25,0.65,68.0
Magadi Road,3 BHK,1187.0,2.0,46.915749999999996,3,4649.957877000842,15,0.85,55.195
Magadi Road,2 BHK,884.0,2.0,42.72,2,5429.864253393665,11,0.89,48.0
Mahadevpura,3 BHK,1720.0,3.0,69.42,3,4534.883720930233,11,0.89,78.0
Mahadevpura,2 BHK,1150.0,2.0,40.04,2,4521.739130434783,19,0.77,52.0
Mahadevpura,2 BHK,1250.0,2.0,49.348,2,4160.0,5,0.949,52.0
Mahadevpura,2 BHK,1260.0,2.0,28.8,2,4571.428571428572,30,0.5,57.6
Mahadevpura,1 BHK,730.0,1.0,24.849999999999998,1,4794.520547945205,22,0.71,35.0
Mahadevpura,3 BHK,1434.0,2.0,43.8035,3,4699.442119944212,25,0.65,67.39
Mahadevpura,2 BHK,1146.0,2.0,52.8854,2,4694.5898778359515,3,0.983,53.8
Mahadevpura,2 BHK,1532.0,2.0,58.837999999999994,2,4046.9973890339425,5,0.949,62.0
Mahadevpura,3 BHK,1620.0,2.0,68.39999999999999,3,4691.358024691358,10,0.8999999999999999,76.0
Mahadevpura,2 BHK,1136.0,2.0,64.5,2,5677.816901408451,0,1.0,64.5
Mahadevpura,3 BHK,1400.0,2.0,34.874,3,4700.0,29,0.53,65.8
Mahadevpura,2 BHK,1137.0,2.0,36.846,2,4696.5699208443275,23,0.69,53.4
Mahadevpura,3 BHK,1601.0,3.0,67.45,3,5933.791380387258,22,0.71,95.0
